,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
167,金榜公园Xiamen Jinbang Park,10,88.0,,173.0,118.116581,24.47087,229,0.0,金榜公园,XiamenJinbangPark
168,不在书店ONCE Bookstore,29,76.0,这是一处将花店和书店融为一体的小小天堂，不定期举办读书会、民谣演出等活动。,233.0,118.093545,24.465615,38,0.01,不在书店,ONCEBookstore
169,白鹿洞寺White Deer Cave Si,1,82.0,,306.0,118.096398,24.456205,57,0.0,白鹿洞寺,WhiteDeerCaveSi
170,文曾路花溪,1,80.0,文曾路的花溪，每年的春节以后盛开。盛开期间，吸引了众多的市民，前来赏花摄影。,60.0,118.114517,24.47207,4,0.0,文曾路花溪,
171,筼筜湖Yundang Inner Lake,13,94.0,,88.0,118.0959057491,24.4775237209,106,0.0,筼筜湖,YundangInnerLake
172,英雄三岛Heroes Three-island,3,80.0,,309.0,118.335925,24.549326,49,0.0,英雄三岛,HeroesThreeisland
173,厦门十二龙潭Xiamen Twelve Dragons Lake,3,82.0,,311.0,118.1817061321,24.7445898939,8,0.0,厦门十二龙潭,XiamenTwelveDragonsLake
174,鼓浪石Gulangshi,3,86.0,,38.0,118.067006,24.447987,46,0.0,鼓浪石,Gulangshi
175,书法广场Xiamen Calligraphy Square,12,86.0,,54.0,118.1260271921,24.4336263067,148,0.03,书法广场,XiamenCalligraphySquare
176,协和礼拜堂Union Church,1,88.0,,58.0,118.078869,24.45036,28,0.0,协和礼拜堂,UnionChurch
177,火烧屿Huoshaoyu Island,1,82.0,,72.0,118.0752993593,24.4984479813,7,0.0,火烧屿,HuoshaoyuIsland
178,孔庙,2,80.0,座落在同安县城东溪西畔，始建于五代，现存的建筑是清朝乾隆年间重建的大成殿。现在的孔庙已成为同安区博物馆，陈列着200多件从全县各地收集的石雕、碑刻，神态各异，造型逼真，精湛的工艺令游人赞叹不已，人称“同安兵马俑”。,223.0,118.1643511215,24.7385960948,1,0.0,孔庙,
179,笔山公园Bishan Park,1,82.0,,44.0,118.072215,24.451643,25,0.0,笔山公园,BishanPark
180,华新路Huaxin Road,38,94.0,隐藏着厦门半个世纪的历史，漫步每栋建筑，寻找背后的历史故事。,38.0,118.0937132443,24.4659099579,86,0.0,华新路,HuaxinRoad
181,情人谷Lovers' Valley,22,94.0,,83.0,118.110548,24.443496,125,0.0,情人谷,LoversValley
182,苏颂故居Former Residence of Su Song,1,78.0,,312.0,118.15705,24.738705,24,0.0,苏颂故居,FormerResidenceofSuSong
183,胡里山海滨浴场Hulishan Bathing Beach,1,90.0,,61.0,118.1109,24.437013,103,0.0,胡里山海滨浴场,HulishanBathingBeach
184,1号海岸沙滩音乐餐厅,4,0.0,,313.0,118.088643847,24.4521490511,0,0.0,号海岸沙滩音乐餐厅,
185,博饼民俗园Xiamen Bobing Minsu Yuan,1,84.0,,139.0,118.088611,24.499049,47,0.0,博饼民俗园,XiamenBobingMinsuYuan
186,泰慢,1,0.0,,60.0,118.0759675804,24.4530744979,1,0.0,泰慢,
187,陈嘉庚纪念胜地Chen Kah Kee Memorial Resort,1,82.0,,141.0,118.113976,24.575963,142,0.0,陈嘉庚纪念胜地,ChenKahKeeMemorialResort
188,厦门国防教育展览馆XiaMen GuoFang JiaoYu ZhanLanGuan,1,84.0,,315.0,118.1121,24.455852,7,0.0,厦门国防教育展览馆,XiaMenGuoFangJiaoYuZhanLanGuan
189,溜溜公社,1,0.0,,158.0,118.1312053994,24.4311727862,1,0.0,溜溜公社,
190,美国领事馆旧址American Consulate Former Site,1,82.0,,9.0,118.075149,24.455856,21,0.0,美国领事馆旧址,AmericanConsulateFormerSite
191,上古文化艺术馆ShangGu WenHua YiShuGuan,1,84.0,,231.0,118.175710422,24.5375968547,85,0.0,上古文化艺术馆,ShangGuWenHuaYiShuGuan
192,宋代瓷窑遗址Xiamen Song Kiln Sites,4,74.0,,316.0,118.1468621129,24.7961684715,3,0.0,宋代瓷窑遗址,XiamenSongKilnSites
193,鹭江道Lujiang Road,19,94.0,,97.0,118.0821130066,24.458467677,46,0.0,鹭江道,LujiangRoad
194,Cantone,1,0.0,,61.0,118.0747860839,24.4515599716,0,0.0,,Cantone
195,梅海岭Meihai Mountain,8,92.0,,237.0,118.134405,24.454182,34,0.0,梅海岭,MeihaiMountain
196,厦门海洋珍稀物种自然保护区,2,0.0,"厦门海洋珍稀物种自然保护区位于福建省厦门市海域，总面积33088公顷。保护区保护区由原有的厦门中华白海豚省级保护区、厦门大屿白鹭省级保护区和厦门文昌鱼市级保护区合并而成。
保护区保护12种珍稀物种及其生境，分别是国家一级保护动物中华白海豚…",226.0,118.0264310238,24.5502593221,2,0.0,厦门海洋珍稀物种自然保护区,
197,金瓜楼Golden Melon Villa,3,88.0,用色大胆，造型奇特，漂亮的建筑物。,62.0,118.074302,24.450394,111,0.0,金瓜楼,GoldenMelonVilla
198,汀溪水库Xiamen Tingxi Reservoir,3,84.0,,317.0,118.1501371014,24.8039184209,12,0.0,汀溪水库,XiamenTingxiReservoir
199,五通灯塔公园Xiamen Wutong Lighthouse Park,5,94.0,,106.0,118.199639,24.530003,56,0.0,五通灯塔公园,XiamenWutongLighthousePark
200,亦足山庄yizushanzhang,1,84.0,,63.0,118.073065,24.45214,37,0.0,亦足山庄,yizushanzhang
201,厦门清真寺,1,100.0,厦门清真寺，位于福建省厦门市玉屏路西侧。该寺坐西朝东，呈狭长方形，总共分为三进，入门是天井庭院，二门内为大厅和厢房，三门内是礼拜殿，殿顶为悬山式建筑。,319.0,118.093771,24.462893,2,0.0,厦门清真寺,
202,闽台小镇Fujian and Taiwan Town,2,80.0,,234.0,118.0506588955,24.6341304779,24,0.0,闽台小镇,FujianandTaiwanTown
203,银石牛排馆,1,0.0,,320.0,118.1050677909,24.5795549028,0,0.0,银石牛排馆,
204,厦门国际会展中心International Convention and Exhibition Center,29,90.0,,50.0,118.189322,24.473369,164,0.0,厦门国际会展中心,InternationalConventionandExhibitionCenter
205,厦门李林烈士纪念园Memorial Park of Martyr Li Lin,1,100.0,,322.0,118.110321,24.570809,1,0.0,厦门李林烈士纪念园,MemorialParkofMartyrLiLin
206,欢唱量贩式KTV(湖滨中路店),1,0.0,,323.0,118.108276564,24.4723444701,0,0.0,欢唱量贩式湖滨中路店,KTV
207,观彩楼Guancai Building,3,90.0,,65.0,118.072621,24.452226,34,0.0,观彩楼,GuancaiBuilding
208,龙头山寨遗址,1,80.0,龙头山寨遗址位于思明区鼓浪屿日光岩上。日光岩古称为龙头山，又称晃岩。清顺治四年（1647），郑成功辟厦门为抗清复台基地，龙头山（即日光岩）系其建寨屯防址之一。,66.0,118.074381,24.448684,1,0.0,龙头山寨遗址,
209,古避暑洞Ancient Summer Shelter,4,92.0,,47.0,118.074123,24.448457,35,0.0,古避暑洞,AncientSummerShelter
210,福音堂Gospel Church,2,88.0,,69.0,118.075363,24.448263,14,0.0,福音堂,GospelChurch
211,观天下闽台宗祠博物馆,0,0.0,,328.0,118.1799755327,24.5280773996,0,0.0,观天下闽台宗祠博物馆,
212,牛庄文化园,1,80.0,厦门牛庄园区景观近八千平，集四个主题文化广场、艺术牛、水榭亭台、咖啡吧、创意牛车等景点于一体，艺术牛展览、小牛体验营，独一无二的文化艺术特色优势，已接待来自全国各地游客近百万人。,230.0,118.166076,24.483301,2,0.0,牛庄文化园,
213,集美农林学校旧址,0,0.0,,,118.1304224819,24.6306401675,0,0.0,集美农林学校旧址,
214,鼓浪屿当代艺术中心KCCA,0,100.0,,,118.066248,24.451497,0,0.0,鼓浪屿当代艺术中心,KCCA
215,汀溪镇古坑村,0,0.0,,,118.134059,24.799075,0,0.0,汀溪镇古坑村,
216,碧山岩寺,0,0.0,,,118.096728,24.451901,0,0.0,碧山岩寺,
217,容·美术馆,0,0.0,,,118.242240809,24.5438428361,0,0.0,容美术馆,
218,澳头村史馆玄象美学馆,0,0.0,,,118.239175,24.544848,0,0.0,澳头村史馆玄象美学馆,
219,小嶝月亮湾,0,0.0,,,118.401544,24.561263,0,0.0,小嶝月亮湾,
220,MOCEAN瞐尚,0,0.0,,,118.1884893297,24.5363617466,0,0.0,瞐尚,MOCEAN
221,杏林湾环湾,0,0.0,,,118.0720570545,24.6012083356,0,0.0,杏林湾环湾,
222,集美鳌园景区,0,0.0,,,118.113801,24.574573,0,0.0,集美鳌园景区,
223,三江口温泉湿地公园,0,0.0,,,117.952466,24.567789,0,0.0,三江口温泉湿地公园,
224,厦门总工会旧址,0,0.0,,,118.084635,24.463029,0,0.0,厦门总工会旧址,
225,龙山文创园,0,0.0,,,118.151417,24.491314,0,0.0,龙山文创园,
226,海沧湖公园,0,0.0,,,118.042156,24.488482,0,0.0,海沧湖公园,
227,颠倒星空体验馆,0,0.0,,,118.075412,24.451723,0,0.0,颠倒星空体验馆,
228,联发悦10空间,0,0.0,,,118.109299,24.51966,0,0.0,联发悦空间,
229,海峡虫动时光博物馆,0,100.0,,,118.081694,24.488385,0,0.0,海峡虫动时光博物馆,
230,城记·中山路,0,0.0,,,118.082776,24.458785,0,0.0,城记中山路,
231,柚子番美食街,0,0.0,,,118.165729,24.483124,0,0.0,柚子番美食街,
232,会展中心沙滩,0,80.0,,,118.1934813304,24.4710980502,0,0.0,会展中心沙滩,
233,东坪山水库,0,0.0,,,118.138447,24.456463,0,0.0,东坪山水库,
234,悦享中心空中萌宠乐园,0,0.0,,,118.119216,24.50027,0,0.0,悦享中心空中萌宠乐园,
235,观鸟廊,0,0.0,,,118.085391,24.483155,0,0.0,观鸟廊,
236,土屿岛,0,0.0,,,118.2004106795,24.4571332249,0,0.0,土屿岛,
237,集美集文化创意园,0,0.0,,,118.105263,24.58617,0,0.0,集美集文化创意园,
238,陈化成主题公园,0,0.0,,,118.1920160371,24.6594294196,0,0.0,陈化成主题公园,
239,印华1980创意园,0,0.0,,,118.1023066263,24.5194983089,0,0.0,印华创意园,
240,厦门Meland Club (集美世茂店),0,100.0,,,118.083127,24.608566,0,0.0,厦门集美世茂店,MelandClub
241,厦门喜事-大型实景360°全沉浸互动演出,0,100.0,,,118.081842,24.488631,0,0.0,厦门喜事大型实景全沉浸互动演出,
242,厦门海上游,0,100.0,,,118.083487,24.456722,0,0.0,厦门海上游,
243,准提寺,0,100.0,,,118.343009,24.66945,0,0.0,准提寺,
244,厦门会展展览中心,0,0.0,,,118.1907681549,24.4683225445,0,0.0,厦门会展展览中心,
245,仙岳山观音寺悠然园,0,0.0,,,118.1298738333,24.5098744456,0,0.0,仙岳山观音寺悠然园,
246,东溪公园,0,0.0,,,118.1691584838,24.7450037534,0,0.0,东溪公园,
247,万寿宫,0,0.0,,,118.1173074431,24.5547661147,0,0.0,万寿宫,
248,李氏宗祠,0,0.0,,,118.1305726487,24.4343126842,0,0.0,李氏宗祠,
249,莲花书院景区,0,0.0,,,118.0529136095,24.7417503235,0,0.0,莲花书院景区,
250,鹭潮鼓浪屿美院,0,100.0,,,118.0673074862,24.4515268777,0,0.0,鹭潮鼓浪屿美院,
251,佛光寺,0,0.0,,,118.1128277589,24.4703982277,0,0.0,佛光寺,
252,鼓浪屿风景名胜区-郑成功塑像,0,0.0,,,118.0732775471,24.4491788092,0,0.0,鼓浪屿风景名胜区郑成功塑像,
253,鼓浪屿风景名胜区-港仔后沙滩,0,0.0,,,118.0748616931,24.4459841619,0,0.0,鼓浪屿风景名胜区港仔后沙滩,
254,集美塔,0,0.0,,,118.065813239,24.6031709286,0,0.0,集美塔,
255,妙高山,0,0.0,,,118.339205,24.729868,0,0.0,妙高山,
256,郑成功东坪弈棋主题公园,0,0.0,,,118.14279,24.457813,0,0.0,郑成功东坪弈棋主题公园,
257,文保奇妙夜之胡里山炮台,0,100.0,,,118.112609,24.435605,0,0.0,文保奇妙夜之胡里山炮台,
258,官浔溪体育公园,0,0.0,,,118.163736,24.644846,0,0.0,官浔溪体育公园,
259,怀旧鼓浪屿博物馆Huaijiu Gulangyu Museum,0,0.0,,,118.0799235821,24.4527194648,0,0.0,怀旧鼓浪屿博物馆,HuaijiuGulangyuMuseum
260,石兜水库,0,0.0,,,118.0196177094,24.6968589384,0,0.0,石兜水库,
261,马约翰广场,0,0.0,,,118.0769115495,24.4486215034,0,0.0,马约翰广场,
262,朝天宫,0,0.0,,,118.115993,24.529693,0,0.0,朝天宫,
263,北湖公园,0,0.0,,,118.0428673376,24.4928348542,0,0.0,北湖公园,
264,厦门湖里山炮台,0,80.0,,,118.1521966749,24.5620288344,0,0.0,厦门湖里山炮台,
265,曲戈沉浸式换装体验馆,0,0.0,,,118.082759,24.609061,0,0.0,曲戈沉浸式换装体验馆,
266,原会审公堂,0,0.0,,,118.0728445787,24.4510514524,0,0.0,原会审公堂,
267,天语舟气象科技园,0,0.0,,,118.014846,24.509825,0,0.0,天语舟气象科技园,
268,D36运动嘉年华,0,0.0,,,118.081109,24.6068,0,0.0,运动嘉年华,D
269,大屏山公园,0,0.0,,,118.063416,24.503007,0,0.0,大屏山公园,
270,岩山,0,0.0,,,118.23912,24.735905,0,0.0,岩山,
271,鹭江,0,0.0,,,118.084334,24.462722,0,0.0,鹭江,
272,溪林花海,0,0.0,,,118.1088609514,24.7455815808,0,0.0,溪林花海,
273,大山母,0,0.0,,,118.121753,24.85992,0,0.0,大山母,
274,香花海,0,0.0,,,118.301993,24.633949,0,0.0,香花海,
275,青龙宫,0,0.0,,,118.194763,24.530483,0,0.0,青龙宫,
276,海洋科技博物馆,0,100.0,,,118.101883,24.439423,0,0.0,海洋科技博物馆,
277,五通翔龙海上运动中心,0,98.0,,,118.197156,24.538096,0,0.0,五通翔龙海上运动中心,
278,五缘湾望潮帆船,0,100.0,,,118.187246,24.539928,0,0.0,五缘湾望潮帆船,
279,厦门奇幻解压馆,0,100.0,,,118.094721,24.442476,0,0.0,厦门奇幻解压馆,
280,五缘湾海上乐园,0,0.0,,,118.187815,24.53993,0,0.0,五缘湾海上乐园,
281,北岸艺术区,0,0.0,,,118.107965,24.492495,0,0.0,北岸艺术区,
282,新景步行街,0,0.0,,,118.1389634048,24.5017840938,0,0.0,新景步行街,
283,鲸探海洋科普研学基地,0,70.0,,,118.094952,24.582841,0,0.0,鲸探海洋科普研学基地,
284,水天花月广场,0,0.0,,,118.0743419441,24.5976247862,0,0.0,水天花月广场,
285,后滨池府龙威殿,0,0.0,,,118.2563510699,24.6623295194,0,0.0,后滨池府龙威殿,
286,林巧稚大夫,0,0.0,,,118.087297,24.456258,0,0.0,林巧稚大夫,
287,南湖公园-日本园,0,0.0,,,118.1137267526,24.4836802244,0,0.0,南湖公园日本园,
288,海丝陶瓷艺术馆,0,0.0,,,118.141759784,24.5402109514,0,0.0,海丝陶瓷艺术馆,
289,法治文化广场Legal System Cultural Plaza,0,0.0,,,118.2545418455,24.631761401,0,0.0,法治文化广场,LegalSystemCulturalPlaza
290,雪樵公园,0,0.0,,,118.140720702,24.7285907358,0,0.0,雪樵公园,
291,冰雪企鹅城,0,0.0,,,118.0823437158,24.6312800248,0,0.0,冰雪企鹅城,
292,丝绸文化博览馆,0,0.0,,,118.11728,24.619848,0,0.0,丝绸文化博览馆,
293,厦门老街博物馆,0,0.0,,,118.0835291522,24.463276419,0,0.0,厦门老街博物馆,
294,梅山公园,0,0.0,,,118.1682121758,24.740818086,0,0.0,梅山公园,
295,东浦公园,0,0.0,,,118.1361114158,24.4814714309,0,0.0,东浦公园,
296,陈嘉庚语录碑廊,0,0.0,,,118.101128,24.594563,0,0.0,陈嘉庚语录碑廊,
297,梦之岛主题公园,0,0.0,,,118.1116121919,24.4848280682,0,0.0,梦之岛主题公园,
298,厦门安哥拉巨兔主题馆,0,0.0,,,118.0889351343,24.4604041864,0,0.0,厦门安哥拉巨兔主题馆,
299,小池塘艺术馆(大唐校区),0,0.0,,,118.1122893849,24.5927323445,0,0.0,小池塘艺术馆大唐校区,
300,盘古博物馆,0,0.0,,,118.0793870181,24.450110677,0,0.0,盘古博物馆,
301,嵩屿码头,0,90.0,,,118.0523446891,24.4598743129,0,0.0,嵩屿码头,
302,科德航空研学基地,0,0.0,,,118.154259,24.551139,1,0.0,科德航空研学基地,
303,文笔塔公园,0,0.0,,,118.1676733876,24.7330057719,0,0.0,文笔塔公园,
304,厦门天山泉温泉度假山庄,0,80.0,,,118.1125308007,24.4637370793,0,0.0,厦门天山泉温泉度假山庄,
305,大曦山薰衣草主题公园,0,0.0,,,117.9427863112,24.5845424062,0,0.0,大曦山薰衣草主题公园,
306,美峰生态公园,0,0.0,,,118.1385779235,24.6230695034,0,0.0,美峰生态公园,
307,马垅社,0,0.0,,,118.1233228412,24.5192058687,0,0.0,马垅社,
308,鱼乐圈,0,0.0,,,118.1145173402,24.4973910527,0,0.0,鱼乐圈,
309,斑鸠山公园,0,0.0,,,118.1720201412,24.4779257952,0,0.0,斑鸠山公园,
310,社会主义核心价值观主题公园,0,100.0,,,118.2475975272,24.618613636,0,0.0,社会主义核心价值观主题公园,
311,洪文老夜市,0,98.0,,,118.165293638,24.4827285059,0,0.0,洪文老夜市,
312,蚶壳井,0,0.0,,,118.091079,24.45955,0,0.0,蚶壳井,
313,画说创想艺术馆,0,0.0,,,118.149716,24.51469,0,0.0,画说创想艺术馆,
314,十八王公文化公园,0,0.0,,,118.1727835656,24.6855199996,0,0.0,十八王公文化公园,
315,厦门国际友好公园,0,0.0,,,118.1929200391,24.4791039182,0,0.0,厦门国际友好公园,
316,珍珠海滨浴场,0,0.0,,,118.1209229528,24.4337762124,0,0.0,珍珠海滨浴场,
317,筼筜湖带状公园,0,88.0,,,118.0960065035,24.4814127431,0,0.0,筼筜湖带状公园,
318,闽南之韵,0,0.0,,,118.1933839674,24.5241513658,0,0.0,闽南之韵,
319,东宅村新风公园,0,0.0,,,118.1898888038,24.7240609359,0,0.0,东宅村新风公园,
320,昭应宫,0,0.0,,,118.242715188,24.6496833294,0,0.0,昭应宫,
321,英国领事公馆旧址,0,0.0,,,118.079615,24.446138,0,0.0,英国领事公馆旧址,
322,绿山墙美术馆,0,0.0,,,118.1637347677,24.5111633279,0,0.0,绿山墙美术馆,
323,深青驿遗址,0,0.0,,,117.975489,24.593241,0,0.0,深青驿遗址,
324,厦门国际雕塑公园,0,0.0,,,118.1942192813,24.4815444652,0,0.0,厦门国际雕塑公园,
325,各界抗敌后援会会址,0,0.0,,,118.0853924826,24.459830748,0,0.0,各界抗敌后援会会址,
326,中山华侨公园,0,0.0,,,118.2242364998,24.5559476174,0,0.0,中山华侨公园,
327,园山,0,0.0,,,118.1381220092,24.5157829045,0,0.0,园山,
328,海沧礼拜堂,0,0.0,,,117.987452,24.467975,0,0.0,海沧礼拜堂,
329,OYAN ART,0,0.0,,,118.0916169198,24.4673747876,0,0.0,,OYANART
330,国家地理·深蓝海洋互动展(磐基名品中心),0,0.0,,,118.1270146371,24.4881097445,0,0.0,国家地理深蓝海洋互动展磐基名品中心,
331,陨石博物馆,0,80.0,,,118.104147387,24.4839897308,0,0.0,陨石博物馆,
332,世纪画廊,0,0.0,,,118.133774165,24.4822075049,0,0.0,世纪画廊,
333,爱在鼓浪屿(故事体验馆),0,0.0,,,118.079491278,24.4489904489,0,0.0,爱在鼓浪屿故事体验馆,
334,梵高星空艺术馆,0,70.0,,,118.127203,24.487882,0,0.0,梵高星空艺术馆,
335,厦金湾赶海场,0,100.0,,,118.204494,24.520535,0,0.0,厦金湾赶海场,
336,禾伯鲜农创新农场,0,72.0,,,118.1725,24.850721,1,0.0,禾伯鲜农创新农场,
337,正新汽车国际文化中心,0,0.0,,,117.962798,24.6169,0,0.0,正新汽车国际文化中心,
338,厦门美璋影像馆,0,0.0,,,118.084393,24.459485,0,0.0,厦门美璋影像馆,
339,郑成功石雕像,0,80.0,,,118.083166,24.447583,0,0.0,郑成功石雕像,
340,艾比仿生机器人体验馆,0,78.0,,,118.0789,24.451508,1,0.0,艾比仿生机器人体验馆,
341,英华书院教师楼,0,60.0,,,118.074257,24.451691,0,0.0,英华书院教师楼,
342,北欧当代艺术中心,0,100.0,,,118.2413386086,24.5456914757,1,0.0,北欧当代艺术中心,
343,观音山奇幻未来乐园,0,0.0,,,118.204635,24.501241,0,0.0,观音山奇幻未来乐园,
344,宝凤剪纸艺术馆Baofeng Paper-cutting Art Museum,0,0.0,,,118.081799,24.579905,0,0.0,宝凤剪纸艺术馆,BaofengPapercuttingArtMuseum
345,城建石塘体育公园Urban Construction Shitang Sports Park,0,0.0,,,118.0435367431,24.5130857585,0,0.0,城建石塘体育公园,UrbanConstructionShitangSportsPark
346,影视娱乐城Film and Television Entertainment Park,0,0.0,,,118.1778082452,24.7526580369,0,0.0,影视娱乐城,FilmandTelevisionEntertainmentPark
347,林志良收藏艺术馆Lin Zhiliang’s Collection Museum,0,0.0,,,118.0527351313,24.7418451465,0,0.0,林志良收藏艺术馆,LinZhiliangsCollectionMuseum
348,厦门海关通讯塔旧址Site of Communication Tower of Xiamen Customs,0,0.0,,,118.0737748757,24.4569588719,0,0.0,厦门海关通讯塔旧址,SiteofCommunicationTowerofXiamenCustoms
349,君汝海滩Junru Beach,0,0.0,,,118.070078683,24.4468674757,0,0.0,君汝海滩,JunruBeach
350,超旷艺术馆Chaokuang Gallery,0,0.0,,,118.2444260054,24.5434740316,0,0.0,超旷艺术馆,ChaokuangGallery
351,西西里小镇,0,0.0,,,118.0990400798,24.5795511638,0,0.0,西西里小镇,
352,马銮湾环湾带状公园Belt-shaped Park around Maluan Bay,0,0.0,,,118.0306110856,24.542571443,0,0.0,马銮湾环湾带状公园,BeltshapedParkaroundMaluanBay
353,七星法治文化街区Qixing Legal Culture Block,0,0.0,,,118.1063957323,24.4888098308,0,0.0,七星法治文化街区,QixingLegalCultureBlock
354,渔村时光空间The Time Space of Fishing Village,0,0.0,,,118.1328372361,24.4316298685,0,0.0,渔村时光空间,TheTimeSpaceofFishingVillage
355,泰华宸美术馆T.H.C Art Museum,0,0.0,,,118.100852866,24.4826943814,0,0.0,泰华宸美术馆,THCArtMuseum
356,甘露寺Ganlu Temple,0,0.0,,,118.3084636595,24.8070552547,0,0.0,甘露寺,GanluTemple
357,弗里曼艺术馆Freeman Gallery,0,0.0,,,118.1074677387,24.4922171986,0,0.0,弗里曼艺术馆,FreemanGallery
358,鼓锣公园Guluo Park,0,0.0,,,118.2538096472,24.578983164,0,0.0,鼓锣公园,GuluoPark
359,仧美术馆,0,90.0,,,118.1934682206,24.4775441527,1,0.0,仧美术馆,
360,厦门革命烈士事迹陈列馆Exhibition Hall of the Deeds to the Revolutionary Martyrs of Xiamen,0,0.0,,,118.100998,24.461282,0,0.0,厦门革命烈士事迹陈列馆,ExhibitionHalloftheDeedstotheRevolutionaryMartyrsofXiamen
361,彭德清纪念馆Peng Deqing Memorial Hall,0,0.0,,,118.2530652535,24.5580842698,0,0.0,彭德清纪念馆,PengDeqingMemorialHall
362,"鼓浪屿龙头路Longtou Road, Gulangyu Island",0,90.0,,,118.0773527989,24.4515071464,1,0.0,鼓浪屿龙头路,LongtouRoadGulangyuIsland
363,美峰公园Meifeng Park,0,98.0,,,118.1481819395,24.6177396388,1,0.0,美峰公园,MeifengPark
364,五缘湾沙滩Wuyuanwan Beach,0,100.0,,,118.177092,24.537238,0,0.0,五缘湾沙滩,WuyuanwanBeach
365,联发文创口岸,0,0.0,,,118.1040499864,24.5169690257,0,0.0,联发文创口岸,
366,联发东南天地文化创意产业园XUDC · Southeast World Cultural and Creative Industry Park,0,0.0,,,118.1039845898,24.5184525068,0,0.0,联发东南天地文化创意产业园,XUDCSoutheastWorldCulturalandCreativeIndustryPark
367,同民医院功德碑Merit Monument of Tongmin Hospital,0,0.0,,,118.25576,24.665462,0,0.0,同民医院功德碑,MeritMonumentofTongminHospital
368,后溪鸟Houxiniao Village,0,0.0,,,118.159212143,24.8613424019,0,0.0,后溪鸟,HouxiniaoVillage
369,"淮阳江氏宗祠Ancestral Hall of Family Jiang, Huaiyang",0,0.0,,,118.17279,24.515509,0,0.0,淮阳江氏宗祠,AncestralHallofFamilyJiangHuaiyang
370,厦门市思明区东浦路12之二十九,0,0.0,,,118.12951,24.47681,0,0.0,厦门市思明区东浦路之二十九,
371,厦金湾直升机观光体验,0,0.0,,,0.0,0.0,0,0.0,厦金湾直升机观光体验,
372,厦门台湾小三通套票,0,0.0,,,0.0,0.0,0,0.0,厦门台湾小三通套票,
373,春归山房Chungui Mountain House,0,0.0,,,118.1082885511,24.4606309097,0,0.0,春归山房,ChunguiMountainHouse
374,石伏狮Shifushi Scenic Spot,0,0.0,,,117.97963,24.491274,0,0.0,石伏狮,ShifushiScenicSpot
375,嫣熊阁Yanxiong Pavilion,0,0.0,,,118.0815029673,24.5821157519,0,0.0,嫣熊阁,YanxiongPavilion
376,烂尾楼,0,60.0,,,118.142497,24.428227,1,0.0,烂尾楼,
377,"厦门洪坑岩寺Hongkengyan Temple, Xiamen",0,0.0,,,118.013359,24.49749,0,0.0,厦门洪坑岩寺,HongkengyanTempleXiamen
378,西塘社区公园Xitang Community Park,0,0.0,,,118.1139514691,24.7014215363,0,0.0,西塘社区公园,XitangCommunityPark
379,奉扬仁风,0,0.0,,,118.081917,24.582075,0,0.0,奉扬仁风,
380,金门县政府旧址Jinmen Government Former Site,0,0.0,,,118.3375704738,24.5686704494,0,0.0,金门县政府旧址,JinmenGovernmentFormerSite
381,同安造水村樱花园Tong Anzaoshuicun Ying Garden,0,0.0,,,118.2046502196,24.8286878078,0,0.0,同安造水村樱花园,TongAnzaoshuicunYingGarden
382,虎头山公园Hutou Mountain Park,0,0.0,,,118.1592041256,24.511471192,0,0.0,虎头山公园,HutouMountainPark
383,坂头水库Bantou Reservoir,0,0.0,,,118.0308995128,24.6790113947,0,0.0,坂头水库,BantouReservoir
384,鼓浪屿历史文化陈列馆Gulangyu Lishi Culture Exhibition Hall,0,100.0,,,118.079513,24.451861,1,0.0,鼓浪屿历史文化陈列馆,GulangyuLishiCultureExhibitionHall
385,白虎岩风景区Baihuyan Sceneic Area,0,0.0,,,118.018335,24.668598,0,0.0,白虎岩风景区,BaihuyanSceneicArea
